PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Tokeshi, M; Minagawa, T; Uchiyama, K; Hibara, A; Sato, K; Hisamoto, H; Kitamori, T				Tokeshi, M; Minagawa, T; Uchiyama, K; Hibara, A; Sato, K; Hisamoto, H; Kitamori, T			Continuous-flow chemical processing on a microchip by combining microunit operations and a multiphase flow network	ANALYTICAL CHEMISTRY																	Hibara, Akihide/B-9294-2015; Tokeshi, Manabu/B-6257-2012; Hisamoto, Hideaki/AHD-4177-2022; Hisamoto, Hideaki/L-5364-2019	Hibara, Akihide/0000-0003-0258-3361; Kitamori, Takehiko/0000-0003-2969-6550													0003-2700	1520-6882				APR 1	2002	74	7					1565	1571		10.1021/ac011111z	http://dx.doi.org/10.1021/ac011111z								12033246					WOS:000174841600024
J	Pham, TH; Prodan, I; Genon-Catalot, D; Lefèvre, L				Thanh Hung Pham; Prodan, Ionela; Genon-Catalot, Denis; Lefevre, Laurent			Economic constrained optimization for power balancing in a DC microgrid: A multi-source elevator system application	INTERNATIONAL JOURNAL OF ELECTRICAL POWER & ENERGY SYSTEMS																	Prodan, Ionela/F-9546-2019	Pham, Thanh-Hung/0000-0003-0720-7699													0142-0615	1879-3517				JUN	2020	118								105753	10.1016/j.ijepes.2019.105753	http://dx.doi.org/10.1016/j.ijepes.2019.105753													WOS:000518691600040
J	Wang, J; Zhang, XM; Han, QL				Wang, Jia; Zhang, Xian-Ming; Han, Qing-Long			Event-Triggered Generalized Dissipativity Filtering for Neural Networks With Time-Varying Delays	IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS																	han, qing/KCZ-0174-2024; Han, Qing-Long/B-6635-2013; Zhang, Xian-Ming/N-4262-2016	Han, Qing-Long/0000-0002-7207-0716; Zhang, Xian-Ming/0000-0003-0691-5386													2162-237X	2162-2388				JAN	2016	27	1					77	88		10.1109/TNNLS.2015.2411734	http://dx.doi.org/10.1109/TNNLS.2015.2411734								26699897					WOS:000367253200007
J	Liu, WQ; Wang, XM; Deng, ZL				Liu, Wen-Qiang; Wang, Xue-Mei; Deng, Zi-Li			Robust fusion time-varying Kalman estimators for multisensor networked systems with mixed uncertainties	INTERNATIONAL JOURNAL OF ROBUST AND NONLINEAR CONTROL																	Wang, Xuemei/GXF-3702-2022														1049-8923	1099-1239				SEP 25	2018	28	14					4139	4174		10.1002/rnc.4226	http://dx.doi.org/10.1002/rnc.4226													WOS:000442214100005
J	Sun, YS; Schonfeld, P				Sun, Yanshuo; Schonfeld, Paul			Stochastic capacity expansion models for airport facilities	TRANSPORTATION RESEARCH PART B-METHODOLOGICAL																															0191-2615					OCT	2015	80						1	18		10.1016/j.trb.2015.06.009	http://dx.doi.org/10.1016/j.trb.2015.06.009													WOS:000361772700001
J	Dumont, NSY; Furlong, PM; Orchard, J; Eliasmith, C				Dumont, Nicole Sandra-Yaffa; Furlong, P. Michael; Orchard, Jeff; Eliasmith, Chris			Exploiting semantic information in a spiking neural SLAM system	FRONTIERS IN NEUROSCIENCE																																1662-453X				JUL 5	2023	17								1190515	10.3389/fnins.2023.1190515	http://dx.doi.org/10.3389/fnins.2023.1190515								37476829					WOS:001030865200001
J	Li, TY; Precup, D; Rabusseau, G				Li, Tianyu; Precup, Doina; Rabusseau, Guillaume			Connecting weighted automata, tensor networks and recurrent neural networks through spectral learning	MACHINE LEARNING																															0885-6125	1573-0565				2022 MAR 30	2022										10.1007/s10994-022-06164-1	http://dx.doi.org/10.1007/s10994-022-06164-1		MAR 2022											WOS:000776902200001
C	Wang, X; Takaki, S; Yamagishi, J			Int Speech Commun Assoc	Wang, Xin; Takaki, Shinji; Yamagishi, Junichi			An RNN-based Quantized F0 Model with Multi-tier Feedback Links for Text-to-Speech Synthesis	18TH ANNUAL CONFERENCE OF THE INTERNATIONAL SPEECH COMMUNICATION ASSOCIATION (INTERSPEECH 2017), VOLS 1-6: SITUATED INTERACTION	Interspeech				18th Annual Conference of the International-Speech-Communication-Association (INTERSPEECH 2017)	AUG 20-24, 2017	Stockholm, SWEDEN	Int Speech Commun Assoc, Stockholm Univ, KTH Royal Inst Technol, Karolinska Inst, Amazon Alexa, DiDi, Furhat Robot, Microsoft, EZ Alibaba Grp, CIRRUS LOGIC, CVTE, Google, Baidu, IBM Res, YAHOO Japan, Nuance, Voice Provider, ASM Solut Ltd, Mitsubishi Elect Res Lab, Yandex									Wang, Xin/JMR-3141-2023	Wang, Xin/0000-0001-8246-0606													2308-457X		978-1-5108-4876-4				2017							1059	1063		10.21437/Interspeech.2017-246	http://dx.doi.org/10.21437/Interspeech.2017-246													WOS:000457505000222
J	Jiang, HB; Liu, WP; Wang, D; Tian, C; Bai, X; Liu, X; Wu, Y; Liu, WY				Jiang, Hongbo; Liu, Wenping; Wang, Dan; Tian, Chen; Bai, Xiang; Liu, Xue; Wu, Ying; Liu, Wenyu			Connectivity-Based Skeleton Extraction in Wireless Sensor Networks	IEEE TRANSACTIONS ON PARALLEL AND DISTRIBUTED SYSTEMS																	Wu, Ying/B-7283-2009; wu, yiping/JEF-4104-2023; Liu, Wenyu/AAG-1426-2019; Wang, Daiwei/ABR-1241-2022	Liu, Wenyu/0000-0002-4582-7488; Wang, Daiwei/0000-0003-2811-1071; WANG, Dan/0000-0002-0921-2726; Koochak, Atousa/0000-0001-6547-2728													1045-9219	1558-2183				MAY	2010	21	5					710	721		10.1109/TPDS.2009.109	http://dx.doi.org/10.1109/TPDS.2009.109													WOS:000275942500011
C	Hong, XL; Peng, HJ; Zhou, SY; Wei, YH			IEEE	Hong, Xiaolin; Peng, Huaijin; Zhou, Shuaiyu; Wei, Yiheng			Design and analysis for distributed optimization algorithm based on nabla fractional calculus	2023 35TH CHINESE CONTROL AND DECISION CONFERENCE, CCDC	Chinese Control and Decision Conference				35th Chinese Control and Decision Conference (CCDC)	MAY 20-22, 2023	Yichang, PEOPLES R CHINA	NE Univ, Tech Comm Control & Decis Cyber Phys Syst, Chinese Assoc Automat, China Three Gorges Univ, IEEE Control Syst Soc, Tech Comm Control Theory, NE Univ, State Key Lab Synthet Automat Proc Ind																							1948-9439		979-8-3503-3472-2				2023							409	414		10.1109/CCDC58219.2023.10326722	http://dx.doi.org/10.1109/CCDC58219.2023.10326722													WOS:001116704300069
J	Zhao, Z				Zhao, Zhi			Energy-saving smart city: an edge computing-based renovation and upgrading scheme for old residential areas	INTERNATIONAL JOURNAL OF COMPUTER APPLICATIONS IN TECHNOLOGY																															0952-8091	1741-5047					2023	71	3								10.1504/IJCAT.2023.132099	http://dx.doi.org/10.1504/IJCAT.2023.132099													WOS:001027902600010
J	Yu, Y; Liu, GP; Hu, WS				Yu, Yi; Liu, Guo-Ping; Hu, Wenshan			Learning-Based Secure Control for Multichannel Networked Systems Under Smart Attacks	IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS																	Liu, Guo-Ping/O-3511-2014	Liu, Guo-Ping/0000-0002-0699-2296; Hu, Wenshan/0000-0002-1341-5921													0278-0046	1557-9948				JUL	2023	70	7					7183	7193		10.1109/TIE.2022.3203680	http://dx.doi.org/10.1109/TIE.2022.3203680													WOS:000967286800001
J	Zhang, YN; Xiao, L; Ruan, GQ; Li, Z				Zhang, Yunong; Xiao, Lin; Ruan, Gongqin; Li, Zhan			Continuous and discrete time Zhang dynamics for time-varying 4th root finding	NUMERICAL ALGORITHMS																	Xiao, Linhui/HJO-8602-2023; Li, Zhan/O-2432-2014	Xiao, Linhui/0000-0003-2592-5264; Xiao, Lin/0000-0003-3172-3490													1017-1398	1572-9265				MAY	2011	57	1					35	51		10.1007/s11075-010-9410-0	http://dx.doi.org/10.1007/s11075-010-9410-0													WOS:000289302800003
J	Kar, I; Patchaikani, PK; Behera, L				Kar, Indrani; Patchaikani, Prem Kumar; Behera, Laxmidhar			On balancing a cart-pole system using T-S fuzzy model	FUZZY SETS AND SYSTEMS																	Behera, Laxmidhar/J-3423-2017	Behera, Laxmidhar/0000-0003-1879-5609													0165-0114	1872-6801				NOV 16	2012	207						94	110		10.1016/j.fss.2012.03.013	http://dx.doi.org/10.1016/j.fss.2012.03.013													WOS:000309437000006
J	Wu, DQ; Zhang, YN; Guo, JJ; Li, ZY; Ming, LJ				Wu, Dongqing; Zhang, Yunong; Guo, Jinjin; Li, Zhenyu; Ming, Liangjie			GMDS-ZNN Model 3 and its Ten-Instant Discrete Algorithm for Time-Variant Matrix Inversion Compared With Other Multiple-Instant Ones	IEEE ACCESS																	Wu, Dongqing/KFA-3312-2024; ZHANG, YUTING/HOH-4131-2023; li, zy/HZM-1892-2023	Wu, Dongqing/0000-0002-3861-234X; Guo, Jinjin/0000-0001-5193-8822													2169-3536						2020	8						228188	228198		10.1109/ACCESS.2020.3045780	http://dx.doi.org/10.1109/ACCESS.2020.3045780													WOS:000604532300001
C	Morie, T; Sakabayashi, S; Nagata, M; Iwata, A			IEEE COMPUTER SOCIETY; IEEE COMPUTER SOCIETY	Morie, T; Sakabayashi, S; Nagata, M; Iwata, A			Nonlinear dynamical systems utilizing pulse modulation signals and a CMOS chip generating arbitrary chaos	PROCEEDINGS OF THE SEVENTH INTERNATIONAL CONFERENCE ON MICROELECTRONICS FOR NEURAL, FUZZY AND BIO-INSPIRED SYSTEMS, MICORNEURO'99					7th International Conference on Microelectronics for Neural, Fuzzy and Bio-inspired Systems	APR 07-09, 1999	GRANADA, SPAIN	Univ Granada, Dept Architecture & Technol Comp, Spanish RIG, IEEE Neural Network Council, Univ Granada, Minist Educ Cultura, Consejeria Univ, CICYT									Nagata, Makoto/U-2904-2017	Nagata, Makoto/0000-0002-0625-9107															0-7695-0043-9				1999							254	260		10.1109/MN.1999.758872	http://dx.doi.org/10.1109/MN.1999.758872													WOS:000079963400034
J	Boukouvala, F; Gao, YJ; Muzzio, F; Ierapetritou, MG				Boukouvala, Fani; Gao, Yijie; Muzzio, Fernando; Ierapetritou, Marianthi G.			Reduced-order discrete element method modeling	CHEMICAL ENGINEERING SCIENCE																	Ierapetritou, Marianthi/GVT-1369-2022	Boukouvala, Fani/0000-0002-0584-1517													0009-2509	1873-4405				MAY 24	2013	95						12	26		10.1016/j.ces.2013.01.053	http://dx.doi.org/10.1016/j.ces.2013.01.053													WOS:000318614100002
C	Dey, S; Taousser, FZ; Djemai, M; Defoort, M; Di Gennaro, S			IEEE	Dey, Subham; Taousser, Fatima Zohra; Djemai, Mohamed; Defoort, Michael; Di Gennaro, Stefano			Observer based Leader-Follower Bipartite Consensus with Intermittent Failures using Lyapunov Functions and Time Scale Theory	2021 AMERICAN CONTROL CONFERENCE (ACC)	Proceedings of the American Control Conference				American Control Conference (ACC)	MAY 25-28, 2021	ELECTR NETWORK	Amer Automat Control Council, Mitsubishi Elect Res Lab, Halliburton, MathWorks, Wiley, GE Global Res, Soc Ind Appl Math, dSPACE, Tangibles That Teach, Elsevier, GM									DJEMAI, Mohamed/G-9072-2013														0743-1619	2378-5861	978-1-6654-4197-1				2021							2649	2654																WOS:000702263302118
S	Hiratsuka, S; Lu, HH; Fusaoka, A		Euzenat, J; Domingue, J		Hiratsuka, Satoshi; Lu, Hsin-Hung; Fusaoka, Akira			Model-based monitoring and diagnosis chip for embedded systems	ARTIFICIAL INTELLIGENCE: METHODOLOGY, SYSTEMS, AND APPLICATIONS, PROCEEDINGS	LECTURE NOTES IN COMPUTER SCIENCE				12th International Conference on Artificial Intelligence - Methodology, Systems, and Applications	SEP 12-15, 2006	Varna, BULGARIA	Bulgarian Artificial Intelligence Assoc, Inst Informat Technol																							0302-9743		3-540-40930-0				2006	4183						255	264																WOS:000242122400025
J	Liao, FX; Hayashi, Y				Liao, Fuxuan; Hayashi, Yukio			Emergence of robust and efficient networks in a family of attachment models	PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS																		Hayashi, Yukio/0000-0002-4845-8358													0378-4371	1873-2119				AUG 1	2022	599								127427	10.1016/j.physa.2022.127427	http://dx.doi.org/10.1016/j.physa.2022.127427		MAY 2022											WOS:000879481200009
J	Li, XW; Soh, YC; Xie, LH; Lewis, FL				Li, Xianwei; Soh, Yeng Chai; Xie, Lihua; Lewis, Frank L.			Cooperative Output Regulation of Heterogeneous Linear Multi-Agent Networks via <i>H</i><sub>∞</sub> Performance Allocation	IEEE TRANSACTIONS ON AUTOMATIC CONTROL																	Soh, Yeng Chai/A-5014-2011; Li, Xianwei/M-7383-2019; Xie, Lihua/D-2236-2009; Wen, Changyun/A-5018-2011	Li, Xianwei/0000-0002-6734-0785; Xie, Lihua/0000-0002-7137-4136; Wen, Changyun/0000-0001-9530-360X													0018-9286	1558-2523				FEB	2019	64	2					683	696		10.1109/TAC.2018.2838048	http://dx.doi.org/10.1109/TAC.2018.2838048													WOS:000457375100017
C	Agnihotri, AR; Madden, PH			IEEE	Agnihotri, Ameya R.; Madden, Patrick H.			Fast analytic placement using minimum cost flow	PROCEEDINGS OF THE ASP-DAC 2007	Asia and South Pacific Design Automation Conference Proceedings				12th Asia and South Pacific Design Automation Conference	JAN 23-26, 2007	Yokohama, JAPAN	IEEE Circuits & Syst Soc, ACM SIGDA, IEICE ESS, IPSJ SIGSLDM																							2153-6961		978-1-4244-0629-6				2007							128	+																WOS:000246176800034
J	Padhy, RK; Chandrasekhar, A; Suresh, K				Padhy, Rahul Kumar; Chandrasekhar, Aaditya; Suresh, Krishnan			FluTO: Graded multi-scale topology optimization of large contact area fluid-flow devices using neural networks	ENGINEERING WITH COMPUTERS																		Suresh, Krishnan/0000-0002-9688-9697													0177-0667	1435-5663				APR	2024	40	2					971	987		10.1007/s00366-023-01827-6	http://dx.doi.org/10.1007/s00366-023-01827-6		MAY 2023											WOS:000991517300001
J	Bintoudi, AD; Demoulias, C				Bintoudi, Angelina D.; Demoulias, Charis			Optimal isolated microgrid topology design for resilient applications	APPLIED ENERGY																		Bintoudi, Angelina/0000-0002-7890-1541													0306-2619	1872-9118				MAY 15	2023	338								120909	10.1016/j.apenergy.2023.120909	http://dx.doi.org/10.1016/j.apenergy.2023.120909		MAR 2023											WOS:000962467400001
J	Yucel, E; Ali, MS; Gunasekaran, N; Arik, S				Yucel, Eylem; Ali, M. Syed; Gunasekaran, N.; Arik, Sabri			Sampled-data filtering of Takagi-Sugeno fuzzy neural networks with interval time-varying delays	FUZZY SETS AND SYSTEMS																	, NALLAPPAN/AAA-4406-2020; Yucel, Eylem/C-6688-2019; Arik, Sabri/AAB-6504-2021; GUNASEKARAN, NALLAPPAN/ADF-4590-2022; Syed Ali, M/K-9858-2014; Ali, Syed/AAF-1750-2019	, NALLAPPAN/0000-0003-0375-7917; Arik, Sabri/0000-0002-4390-5139; GUNASEKARAN, NALLAPPAN/0000-0003-0375-7917; Ali, Syed/0000-0003-3747-3082													0165-0114	1872-6801				JUN 1	2017	316						69	81		10.1016/j.fss.2016.04.014	http://dx.doi.org/10.1016/j.fss.2016.04.014													WOS:000397899800005
J	Dou, YM; Li, KW; Duan, HJ; Li, TM; Dong, L; Huang, ZC				Dou, Yimin; Li, Kewen; Duan, Hongjie; Li, Timing; Dong, Lin; Huang, Zongchao			MDA GAN: Adversarial-Learning-Based 3-D Seismic Data Interpolation and Reconstruction for Complex Missing	IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING																	Li, Timing/IXD-9493-2023; Duan, Hongjie/HCI-0703-2022	Li, Timing/0000-0003-4928-895X; Dou, YiMin/0000-0001-9247-0832													0196-2892	1558-0644					2023	61								5905014	10.1109/TGRS.2023.3249476	http://dx.doi.org/10.1109/TGRS.2023.3249476													WOS:000961107300005
J	Wu, J				Wu, Jie			3D simulation of complex fractures with a simple mesh	INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN ENGINEERING																		wu, jie/0000-0002-4107-8336													0029-5981	1097-0207				AUG 30	2022	123	16					3713	3732		10.1002/nme.6986	http://dx.doi.org/10.1002/nme.6986		APR 2022											WOS:000786439500001
J	Zhao, C; Liu, CX; Yu, GL				Zhao, Cheng; Liu, Chen-Xu; Yu, Gui-Lan			Deep learning-aided topology design of metasurfaces for Rayleigh waves	JOURNAL OF COMPUTATIONAL DESIGN AND ENGINEERING																																2288-5048				MAY 1	2024	11	3					56	71		10.1093/jcde/qwae037	http://dx.doi.org/10.1093/jcde/qwae037													WOS:001217751800002
J	Gao, HM; Liu, HW; Ma, HY; Ye, CJ; Zhan, MJ				Gao, Hongming; Liu, Hongwei; Ma, Haiying; Ye, Cunjun; Zhan, Mingjun			Network-aware credit scoring system for telecom subscribers using machine learning and network analysis	ASIA PACIFIC JOURNAL OF MARKETING AND LOGISTICS																	Gao, Hongming/AAP-1258-2021	Gao, Hongming/0000-0001-6273-6695; Ma, Haiying/0000-0003-1949-8251; Hongwei, Liu/0000-0003-1133-4930													1355-5855	1758-4248				APR 1	2022	34	5					1010	1030		10.1108/APJML-12-2020-0872	http://dx.doi.org/10.1108/APJML-12-2020-0872		OCT 2021											WOS:000705384800001
J	Hofmann, H; Babadagli, T; Yoon, JS; Blöcher, G; Zimmermann, G				Hofmann, Hannes; Babadagli, Tayfun; Yoon, Jeoung Seok; Bloecher, Guido; Zimmermann, Guenter			A hybrid discrete/finite element modeling study of complex hydraulic fracture development for enhanced geothermal systems (EGS) in granitic basements	GEOTHERMICS																		Blocher, Guido/0000-0002-8589-9742; Hofmann, Hannes/0000-0003-0778-6141													0375-6505	1879-3576				NOV	2016	64						362	381		10.1016/j.geothermics.2016.06.016	http://dx.doi.org/10.1016/j.geothermics.2016.06.016													WOS:000387518100028
J	Shinstine, DS; Ahmed, I; Lansey, KE				Shinstine, DS; Ahmed, I; Lansey, KE			Reliability/availability analysis of municipal water distribution networks: Case studies	JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT-ASCE																		Lansey, Kevin/0000-0002-8626-1433													0733-9496					MAR-APR	2002	128	2					140	151		10.1061/(ASCE)0733-9496(2002)128:2(140)	http://dx.doi.org/10.1061/(ASCE)0733-9496(2002)128:2(140)													WOS:000174046000007
C	Zhang, LC			IEEE	Zhang, Lichen			Requirement Analysis Method for Vehicular Cyber Physical Systems	2013 IEEE 15TH INTERNATIONAL CONFERENCE ON HIGH PERFORMANCE COMPUTING AND COMMUNICATIONS & 2013 IEEE INTERNATIONAL CONFERENCE ON EMBEDDED AND UBIQUITOUS COMPUTING (HPCC_EUC)					15th IEEE International Conference on High Performance Computing and Communications (HPCC) /11th IEEE/IFIP International Conference on Embedded and Ubiquitous Computing (EUC)	NOV 13-15, 2013	Zhangjiajie, PEOPLES R CHINA	IEEE, IEEE Comp Soc, Cent S Univ, Natl Univ Defense Technol, Hunan Univ, Jishou Univ, IFIP																									978-0-7695-5088-6				2013							2096	2103		10.1109/HPCC.and.EUC.2013.301	http://dx.doi.org/10.1109/HPCC.and.EUC.2013.301													WOS:000356716900292
J	Pau, LF				Pau, L. F.			Energy Consumption Effects of WiFi Off-Loading Access in 3G or LTE Public Wireless Networks	INTERNATIONAL JOURNAL OF BUSINESS DATA COMMUNICATIONS AND NETWORKING																	Pau, L.F./A-1262-2010	Pau, L.F./0000-0003-1503-1486													1548-0631	1548-064X				APR-JUN	2013	9	2			SI		1	10		10.4018/jbdcn.2013040101	http://dx.doi.org/10.4018/jbdcn.2013040101													WOS:000212423300003
J	Yan, G; Zhu, LP; Zhang, R				Yan, Ge; Zhu, Lipeng; Zhang, Rui			Passive Reflection Optimization for IRS-Aided Multicast Beamforming With Discrete Phase Shifts	IEEE WIRELESS COMMUNICATIONS LETTERS																	Zhu, Lipeng/AAL-6718-2020	Zhu, Lipeng/0000-0002-7587-8876; Yan, Ge/0000-0002-5109-9958													2162-2337	2162-2345				AUG	2023	12	8					1424	1428		10.1109/LWC.2023.3277136	http://dx.doi.org/10.1109/LWC.2023.3277136													WOS:001045291900026
J	Leng, HT; Chen, HX				Leng, Haitao; Chen, Huangxin			Adaptive interior penalty hybridized discontinuous Galerkin methods for Darcy flow in fractured porous media	IMA JOURNAL OF NUMERICAL ANALYSIS																															0272-4979	1464-3642				2023 JUL 18	2023									drad054	10.1093/imanum/drad054	http://dx.doi.org/10.1093/imanum/drad054		JUL 2023											WOS:001031841900001
C	Sokolovska, N; Rizkalla, S; Clément, K; Zucker, JD		Fromont, E; DeBie, T; VanLeeuwen, M		Sokolovska, Nataliya; Rizkalla, Salwa; Clement, Karine; Zucker, Jean-Daniel			Continuous and Discrete Deep Classifiers for Data Integration	Advances in Intelligent Data Analysis XIV	Lecture Notes in Computer Science				14th International Symposium on Intelligent Data Analysis (IDA)	OCT 22-24, 2015	Saint Etienne, FRANCE										Clément, karine/R-1120-2017; ZUCKER, Jean-Daniel/K-3008-2016	Sokolovska, Nataliya/0000-0001-8841-1725; ZUCKER, Jean-Daniel/0000-0002-5597-7922													0302-9743		978-3-319-24465-5				2015	9385						264	274		10.1007/978-3-319-24465-5_23	http://dx.doi.org/10.1007/978-3-319-24465-5_23													WOS:000389228500023
